Mean_Acc,Std_Acc,Mean_Abs_Jerk,Dominant_Freq,Activity_Label
0.00226869044134375,0.002941028955878465,0.07174583050551181,0.390625,5
0.00017373955275000003,0.0019809172471986166,0.06614151539527557,7.03125,5
0.000428091215703125,0.002908354835315758,0.0913298703937008,0.78125,5
0.00032935231273437495,0.0026779500705856186,0.07350100980314958,0.390625,5
-0.00019515715203125,0.0020154352801774497,0.06073012901968505,7.03125,5
-7.7691765703125e-05,0.0022755251968116634,0.06746480767716534,2.734375,5
0.00038704339601562497,0.0024094828200060397,0.06484013874015748,3.515625,5
-2.9529718359375004e-05,0.0025265660600622287,0.07001590531496063,0.390625,5
-5.8185086242187456e-05,0.002277624965426367,0.06239907740944881,0.390625,5
0.0006202866657109375,0.0030948046512915294,0.08678650063779526,4.6875,5
-0.0001433272791015625,0.003091026236575073,0.08821640543307085,3.125,5
-0.0002777131511328125,0.0019807024869717476,0.05078756810236219,0.390625,5
0.000181605713125,0.001693014333339601,0.044318597401574816,0.78125,5
-8.259614593749998e-05,0.0016757158984108728,0.05637557536220472,5.859375,5
0.0041978554525,0.005089229427737445,0.09217965397637796,0.390625,5
0.00033543391312500004,0.002436021501012157,0.06781648996062989,0.78125,5
0.0003014134542734375,0.002402971923654172,0.07392583072440945,2.34375,5
0.0005273885559921876,0.0021590301452530784,0.07074026253543306,3.515625,5
3.2003923281249995e-05,0.0022251121586074184,0.06479523070078741,3.125,5
-0.000413725171328125,0.0021213384946970415,0.05834693391338583,3.90625,5
-2.8958115234374915e-06,0.0020912884124219774,0.06341862692913385,4.6875,5
-8.72514912109375e-05,0.00213692685696509,0.06881491435433071,1.5625,5
-0.00039144398414843755,0.002104923578691578,0.06696640312598426,1.953125,5
0.0003347643424140625,0.0019343112462554726,0.058811574314960625,3.125,5
0.0008531180974218751,0.0018875172438124871,0.057168209275590555,0.390625,5
0.00029199637578125007,0.0020409822012798927,0.06580967043307086,5.078125,5
-0.00037946079296875,0.001654153863013403,0.0606915646062992,8.203125,5
-0.027423536419375,0.0323846401659806,0.12873350976377954,0.390625,4
0.001994011503804687,0.006942259779886849,0.08334502803149607,0.390625,4
0.0004990939870546875,0.003737227171066631,0.06804490165039369,0.390625,4
-0.011484648267375,0.06137920493300782,0.48072618275275575,1.171875,4
-0.065796853784375,0.07960462858803899,0.8220691029527557,0.390625,4
-0.054337738488281245,0.06334380036536458,0.4059753287401575,0.390625,4
0.005381491798437499,0.015489910718391486,0.10330791964566927,0.390625,4
0.0027169522732812504,0.008735355362029225,0.07740943470866142,0.390625,4
-0.001374050682734375,0.0034014138638945313,0.05192929209842521,0.390625,4
0.00040755258203124995,0.0026829839201007533,0.05821697281102362,0.390625,4
-0.00025082533100000007,0.0028443492123047726,0.06501064808661418,0.390625,4
-0.008330132995703125,0.007900681809482338,0.11984974026771653,0.390625,4
-0.000920636948203125,0.004395963888342484,0.08548123529921259,0.390625,4
0.0008098211644531252,0.0028797184456594523,0.07242451869291339,4.296875,4
0.00017650587773437496,0.0032285126542616876,0.07941933426771654,0.78125,4
-0.000864749218359375,0.00286749798527443,0.07123368198425198,2.734375,4
0.00030507930367187506,0.0030251182146375974,0.06319967236220471,0.390625,4
0.00021088929281250004,0.003113754473134411,0.07478838291732284,0.390625,4
-0.00088498266171875,0.0027475625310188615,0.0868684168425197,4.6875,4
0.00019832224375000002,0.0024984895294714467,0.08569339381889762,11.328125,4
