Mean_Acc_Mag,Std_Acc_Mag,Mean_Abs_Jerk_Acc_Mag,Entropy_Acc_Mag,Dominant_Freq_Acc_Mag,Mean_Gyro_Mag,Std_Gyro_Mag,Mean_Abs_Jerk_Gyro_Mag,Entropy_Gyro_Mag,Activity_Label,Actual_TUG_Score
0.46054060259000207,0.28072697503972044,0.1323029841528126,1.8460403839407915,1.171875,1.9641922123848574,1.085615668171813,0.4181232141940948,2.132576290263174,2,11.5
0.6272307023365804,0.29456457558706844,0.20788910182795448,1.8727268272263555,0.78125,2.155575880150911,1.2515471043917352,0.655363356882648,1.8745818894664368,2,11.5
0.49244392602785725,0.22946718636248192,0.15623489900165116,1.6127195344478649,1.171875,2.0485740625782287,1.3528830593722785,0.6120799497468118,2.1688453522354476,2,11.5
0.4753728055051947,0.24986852803522008,0.11639463165131131,1.9111615630892098,1.953125,1.8955835957543972,0.9701051197658308,0.36238872132293165,2.1719626125677434,2,11.5
0.4591670640940852,0.22032009419696702,0.14961570104842695,1.9317060251587597,1.171875,2.0119454839268194,1.381941075288255,0.6726552322314154,2.097239104571051,2,11.5
0.5289053415795577,0.260789354129383,0.16914691621869032,1.9227146240575606,1.5625,2.150436577892863,1.0858898857795245,0.6110849128564962,2.1259491645037483,2,11.5
0.45995478676506313,0.23235990131504983,0.14444057445799713,1.759389983960127,5.078125,1.9442130399629893,1.2221281548211285,0.5260763440185648,2.00557842401937,2,11.5
0.45602913990157606,0.21915428448429672,0.14587439503932184,1.4884887021915276,2.734375,2.1017228541901467,1.2760963914593002,0.6250252811111007,2.1715376349936633,2,11.5
0.5086279143553952,0.21437395956034927,0.1339016353458857,2.023870984116118,5.46875,2.1017515553748747,1.063289639279993,0.383554164781129,2.1973096357124655,2,11.5
0.44688980687486424,0.24171110421974373,0.13928575712489377,2.0231873669118206,1.171875,1.9390598138122517,1.3683684048903904,0.5952339993025221,2.0564511420048284,2,11.5
0.48045034764863737,0.25187923593564066,0.14886438118141174,1.9550331030955117,2.34375,2.1027833094170796,1.1416651677806529,0.5251478222096859,1.9554417321143254,2,11.5
0.4698326317723107,0.21581281882503855,0.17446736444290672,2.0943225916377095,5.46875,1.972826094260809,1.2652322320084541,0.5959493551330071,2.0959847893006067,2,11.5
0.6158657168289996,0.29613546088749015,0.16799378833012604,2.0910318688541953,1.953125,2.247852303073258,1.2509276356679773,0.6201701842911047,2.0270485694128366,2,11.5
0.1148464135165489,0.08649404059287072,0.046800581465361486,1.1004669338914004,0.78125,0.6467914567788449,0.336537774812956,0.1282731148152935,2.085787491886588,2,11.5
