Activity_Label,Mean_Acc_Mag,Std_Acc_Mag,IQR_Acc_Mag,Entropy_Acc_Mag,Mean_Abs_Jerk_Acc_Mag,Dominant_Freq_Acc_Mag,Mean_Gyro_Mag,Std_Gyro_Mag,IQR_Gyro_Mag,Entropy_Gyro_Mag,Mean_Abs_Jerk_Gyro_Mag,Dominant_Freq_Gyro_Mag
5,0.0180584333402373,0.01095592679931276,0.015004532431432297,1.8728910191393142,0.09979290805045321,1.5625,0.034110111350369746,0.020845166009193873,0.036689180197907664,2.0732880408183094,0.18010228089443978,0.390625
5,0.011292919909720603,0.006279710245381584,0.007753984521776627,2.1221017822958768,0.10186970197417586,0.390625,0.022785990124587097,0.010520346601761824,0.014025508636141966,1.9741047318247866,0.15420106123396674,0.78125
5,0.009788894077203427,0.004086484640329867,0.006335795838998218,2.0963917134370984,0.12453843241752727,1.171875,0.02700311678980767,0.009298923668234123,0.013701555955770939,2.0068825151891776,0.1853776241066701,1.953125
5,0.008821653663258525,0.004379513415450431,0.007057363787090285,2.105436075655753,0.11707917604567633,0.390625,0.021456213593078408,0.008607910149930426,0.01340319047472982,2.218474630242197,0.16043039967458536,0.390625
5,0.006679960547081174,0.0034895742513910153,0.005183048240582805,2.103698140065938,0.10340282688890705,0.390625,0.01841960080828578,0.007697954964522916,0.007641078854167689,1.7848908848226102,0.13450321080624555,1.171875
5,0.006179806326289276,0.0027610479472247595,0.003979880939535356,2.2471679214235767,0.09240427777131965,0.390625,0.017752496140356046,0.009092196124535646,0.009692793566323014,1.9384748424853453,0.13731269259890128,0.390625
5,0.008506829391760434,0.005053348823153996,0.004661843263841439,1.8335923767419524,0.11513316703031481,0.390625,0.018132771111873572,0.010057214970771429,0.0161832698195183,2.0930914971048624,0.17361843011756928,0.390625
5,0.011916984912628104,0.006290771092394689,0.009463628735884567,2.10460490385429,0.11326687472260748,0.390625,0.01909389393307543,0.008880548361825018,0.01097448336504591,2.012556864608207,0.16565789616170193,0.390625
5,0.009813516350892977,0.006012645611110264,0.008154345945984184,1.9802155738840719,0.09235979839755579,0.390625,0.014395667330320995,0.0067133311222544656,0.009431067830289113,1.9738274039554908,0.14508148477483027,0.390625
5,0.0087432128335734,0.004327979877314711,0.004601539640222079,2.1018448230139093,0.13216746283128886,0.390625,0.019075794173159112,0.012376146881414076,0.017855108470078145,2.074224677448552,0.23586401144730224,0.390625
5,0.008311027736437597,0.004474785121223227,0.005125303451885407,2.1299915083889553,0.13592549312985963,0.390625,0.018374240466504457,0.012384667081210634,0.01669660904737432,2.014734187859734,0.19922101035798956,0.390625
5,0.006016031010116145,0.002601763053209469,0.0037865476739593323,2.1788351288815986,0.09954939760631307,0.78125,0.009646461123479215,0.004204154497263689,0.004395845091747828,1.937440265334824,0.10042794578350166,0.78125
5,0.0058288375176355515,0.002519386169269583,0.00378561793052823,2.163422533833893,0.08906816234225075,0.390625,0.007694034006392949,0.003271455148785765,0.004582272570231873,2.064470145049573,0.09346124671956484,0.390625
5,0.005360276421481565,0.002184728078471857,0.0031099036810469938,2.051579092594974,0.08455893960496824,6.640625,0.006376212207357039,0.002725587174261785,0.0034605537518057807,2.0345381376270817,0.0899745247235273,0.78125
5,0.03674677713131758,0.03124367546439257,0.06540144631564962,1.888155574584081,0.11358481637372185,0.390625,0.15818128784608632,0.0643323979803448,0.08502082567524992,2.0815197839593047,0.23056566886306137,0.390625
5,0.009529696861932255,0.004172868405939306,0.005689757944995946,2.0801843805366276,0.0849975607481428,0.78125,0.07050549229183337,0.04277486377849474,0.07404052912245837,2.1086677157090468,0.13876316726610272,0.390625
5,0.007969351941159946,0.0035525506549202433,0.004903082513093291,2.2230168436110542,0.0855939968594144,0.390625,0.03082092393596176,0.011509797107948841,0.010507427120021517,1.8992675605567946,0.12544051359920366,0.78125
5,0.005915201221810072,0.003231280875580045,0.003939426308896151,2.0007348202228457,0.08628818131293117,0.390625,0.02297301586017805,0.007902582130536132,0.012879675129601593,2.2177248352644026,0.12181426226000369,0.390625
5,0.004669700508317552,0.002364181043487656,0.0026426367804417107,1.7103662215574498,0.08975222279593241,8.59375,0.015169158923548953,0.005135075341907472,0.0062257744122294085,2.0264763954534755,0.10648396817712198,2.734375
5,0.004926770400338511,0.0021109276102545854,0.0028056454343875206,2.1050638764754437,0.0867068212380969,8.59375,0.010433378005134518,0.004389914314875819,0.006359326445706654,2.066071218628251,0.08855220273618722,0.390625
5,0.004766977032355349,0.0022585351255690446,0.003300974847550889,1.9769350357996425,0.08913886775477851,4.6875,0.0070423995812794425,0.0024135949320815637,0.003319584058649832,2.0908179399151456,0.08818188150938164,1.171875
5,0.004954497960370813,0.002343255430733752,0.003498062162103174,1.9143911947372219,0.09180792147967802,1.171875,0.00695461557429926,0.002716137423790314,0.003482366223886816,1.9750040027827727,0.09268310761141482,0.78125
5,0.00563514192535182,0.002387831794725884,0.0038295094609254055,1.9546245330648282,0.09765689897750181,5.078125,0.0064246867698349,0.0029624950086798753,0.004054906089233519,1.9738672899073377,0.0923209367032732,0.390625
5,0.005866206053207382,0.002529731015123249,0.004017499277794566,2.0405453529701245,0.09862587148065084,0.78125,0.0066760957286276165,0.0030930046798760516,0.004492863687478743,2.0562767375179907,0.09875145941333324,0.390625
5,0.006214408521875603,0.0028158893435255954,0.0036477723814153477,2.0781165163695943,0.09658445613668418,3.515625,0.008282550423188102,0.0032900033327443083,0.005037656136785196,2.201687810098697,0.10859746597152048,0.78125
